800-high CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000-high CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500-high CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000-high CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2500-high CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3000-high CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50-high feature,0.01088284,0.003802432,0.003802432,0.003802432,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,8.54E-05
100-high feature,0.193600969,0.046842955,0.046842955,0.046842955,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000220525
200-high feature,0.076715977,0.013652485,0.013652485,0.013652485,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,2.72E-05
400-high feature,0.650555895,0.185132473,0.185132473,0.185132473,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000712322
600-high feature,0.397960835,1,1,1,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.013652485,0.018677849
800-high feature,0.089136458,0.397960835,0.397960835,0.397960835,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.093289956
1000-high feature,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500-high feature,0.008670453,0.063621938,0.063621938,0.063621938,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.399075197
2000-high feature,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2500-high feature,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2900-high feature,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50-high_feature_2,0.031823502,0.185132473,0.185132473,0.185132473,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.192287977
100-high_feature_2,0.203924775,0.693376362,0.693376362,0.693376362,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.043308143
200-high_feature_2,0.203924775,0.693376362,0.693376362,0.693376362,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.043308143
400-high_feature_2,0.089136458,0.397960835,0.397960835,0.397960835,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.076715977,0.093289956
600-high_feature_2,0.008670453,0.063621938,0.063621938,0.063621938,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.399075197
800-high_feature_2,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000-high_feature_2,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500-high_feature_2,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000-high_feature_2,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2500-high_feature_2,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50-house keeping gene,0.032116123,0.008156274,0.008156274,0.008156274,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,6.02E-05
100-house keeping gene,0.050893803,0.010909498,0.010909498,0.010909498,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,4.33E-05
200-house keeping gene,0.193600969,0.046842955,0.046842955,0.046842955,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000128169,0.000220525
400-house keeping gene,1,0.397960835,0.397960835,0.397960835,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.001616773,0.002483946
600-house keeping gene,0.203924775,0.693376362,0.693376362,0.693376362,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.033589681,0.043308143
800-house keeping gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000-house keeping gene,0.008670453,0.063621938,0.063621938,0.063621938,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.399075197
1500-house keeping gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000-house keeping gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2500-house keeping gene,0.008670453,0.063621938,0.063621938,0.063621938,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.399075197
3000-house keeping gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50-low CV gene,0.01088284,0.003802432,0.003802432,0.003802432,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,4.55E-05,8.54E-05
100-low CV gene,0.050893803,0.010909498,0.010909498,0.010909498,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,4.33E-05
200-low CV gene,0.050893803,0.010909498,0.010909498,0.010909498,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,4.33E-05
400-low CV gene,0.650555895,0.185132473,0.185132473,0.185132473,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000440519,0.000712322
600-low CV gene,0.008670453,0.063621938,0.063621938,0.063621938,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.399075197
800-low CV gene,0.008670453,0.063621938,0.063621938,0.063621938,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.399075197
1000-low CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500-low CV gene,0.008670453,0.063621938,0.063621938,0.063621938,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.399075197
2000-low CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2500-low CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2900-low CV gene,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50-rRNA and ribosome,0.032116123,0.008156274,0.008156274,0.008156274,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,3.29E-05,6.02E-05
100-rRNA and ribosome,0.076715977,0.013652485,0.013652485,0.013652485,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,1.59E-05,2.72E-05
200-rRNA and ribosome,0.300557543,0.063621938,0.063621938,0.063621938,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,0.000162441
400-rRNA and ribosome,0.680894295,0.693376362,0.693376362,0.693376362,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.007279949
600-rRNA and ribosome,0.031823502,0.185132473,0.185132473,0.185132473,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.167488756,0.192287977
800-rRNA and ribosome,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000-rRNA and ribosome,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1500-rRNA and ribosome,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50-tRNA related,0.300557543,0.063621938,0.063621938,0.063621938,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,0.000162441
100-tRNA related,0.300557543,0.063621938,0.063621938,0.063621938,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,0.000162441
200-tRNA related,0.300557543,0.063621938,0.063621938,0.063621938,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,9.66E-05,0.000162441
400-tRNA related,0.680894295,0.693376362,0.693376362,0.693376362,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.005015918,0.007279949
600-tRNA related,0.008670453,0.063621938,0.063621938,0.063621938,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.399075197
800-tRNA related,0.008670453,0.063621938,0.063621938,0.063621938,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.368120251,0.399075197
1000-tRNA related,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1300-tRNA related,0.001616773,0.013652485,0.013652485,0.013652485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
